titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios
Bacalhau com natas à portuguesa;Prato Principal;Médio;1 h 25 m;629 Kcal;4.53;4 posta(s) de bacalhau demolhado | 6 dl (600 ml) leite | 1 cebola (s) cortada(s) em rodelas | azeite | 2 c. sopa farinha | 1 kg batata (s) | noz moscada | 2 dl (200 ml) de natas (creme de leite) | queijo ralado | q.b. sal | q.b. Pimenta;Coza as postas de bacalhau em leite. | Corte a cebola em rodelas finas e refogue em azeite até estar mole e transparente. | Escorra o bacalhau e desfaça-o em lascas e junte à cebolada. Deixe refogar lentamente. Polvilhe com farinha, mexa e regue com leite coado, onde cozeu antes o bacalhau. Deixe engrossar, mexendo de vez em quando. | Descasque e corte as batatas em cubos e frite em óleo não quente, de forma a deixá-las mais cozidas que fritas. Escorra as batatas e junte-as ao bacalhau. Tempere com sal, pimenta e noz-moscada. | Deite tudo num tabuleiro untado de ir ao forno, espalhe por cima as natas e polvilhe com queijo ralado. Leve ao forno até estar gratinado. Sirva com uma salada fresca de alface e tomate.;Vegan | Vegetariano | Sem açúcar | Sem ovo
Tortilha de batatas com cebola;Prato Principal;Médio;40 min;231 Kcal;4.44;7 ovos | 1 kg de batatas | 50 ml azeite (de oliva) | sal a gosto | 1 cebola;Cortar a cebola. | Cortar as batatas, lavá-las e juntar-lhes o sal. Mexer bem. | Cozer a cebola na frigideira a fogo médio. E juntar as batatas de seguida. | Quando as batatas estiverem douradas e se puderem partir facilmente, juntamos os ovos préviamente batidos. | Cozinhar a parte de baixo da Tortilha. Quando vir que está cozido, vire-a com a ajuda de uma tampa de panela ou algo plano. Cozinhe o outro lado até que doure. E já está !;Sem glúten | Vegetariano | Sem lactose | Sem açúcar
Carne de vaca estufada;Prato Principal;Médio;40 min;486 Kcal;4.21;200 gr de carne de vaca em cubos | 1 cebola | 2 colheres de sopa de tomate | 1 folha de louro | 2 cravinhos | 1 raminho de salsa | 1 cenoura | 1/2 copo de vinho branco | 1 copo de água | azeite | farinha trigo | sal | pimenta;Pique a cebola e refogue-a num fio de azeite juntamente com o louro. | Passe a carne por farinha e quando a cebola estiver dourada acrescente-a e deixe-a refogar um pouco. | Acrescente a cenoura em rodelas, os cravinhos, o tomate, o vinho e a água, tempere com sal e pimenta e deixe a carne cozer até ficar tenra. | Quando a carne estiver cozida retire-a do molho assim como algumas rodelas de cenoura. | Remova os cravinhos e o louro do molho e passe-o com a varinha mágica. | Volte a acrescentar a carne e a cenoura ao molho e deixe levantar fervura antes de servir.;Sem lactose | Sem açúcar | Sem ovo
Bacalhau com natas à portuguesa: receita tradicional, cremosa e fácil de fazer;Prato Principal;Médio;1 h 5 m;739 Kcal;4.56;700 g de bacalhau demolhado | 600 ml de leite | 1 cebola | 2 col. de sopa de farinha trigo | 1 kg de batatas | 200 ml de natas (creme de leite) | 200 g de queijo ralado ou pão ralado (farinha de rosca ) | sal | pimenta | azeite;Levar o leite a ferver. Quando ferver, juntar as postas de bacalhau já demolhadas. Deixar cozer por 10 minutos. | Retirar as postas do leite, reservando o leite. Desfiar o bacalhau, retirando as espinhas. | Refogar as cebolas em azeite quente. Quando começarem a ficar transparentes, juntar o bacalhau e a farinha e misturar tudo. | Juntar um pouco do leite da cozedura do bacalhau e misturar até espessar. Juntar um pouco mais de leite e fazer o mesmo. Repita a operação até terminar o leite. Quando espessar, desligue o lume/fogo e reserve. | Lavar, descascar e cortar as batatas em cubos. Fritar em azeite quente. Não frite as batatas como se fossem batatas fritas, o objetivo é cozê-las, mas em azeite e numa frigideira. | Misturar as batatas com a preparação de bacalhau, e verter o todo numa travessa de ir ao forno, untada com manteiga. | Verter as natas por cima e polvilhar de queijo ralado ou pão ralado / farinha de rosca. | Levar ao forno por 35 minutos a 180°C. | Pronto para se deliciar ?;Vegan | Vegetariano | Sem açúcar | Sem ovo
Peixe gratinado fácil;Prato Principal;Muito Fácil;1 h 35 m;388 Kcal;4.48;600 gr de peixe branco (pescada, tilápia,merluza) | 500 gr de batata | 200 gr de cogumelo s (champignons de Paris) | 35 gr de farinha de trigo | 35 gr de manteiga (margarina) | 500 ml leite | 70 gr de queijo ralado | sal | pimenta | noz moscada;Descasque e corte as batatas em cubos. Cozinhe-as por 10 minutos na água fervente. | Unte a forma e verta/despeje as batatas já cozinhas. Por cima das batatas, coloque o peixe cortado em grandes pedaços. Por último, os champignons lavados e laminados por cima do peixe. | Preparando o béchamel : no tacho/panela, derreta a manteiga e verta/despeja de uma vez a farinha.Misture com o fouet (batedor). | Junte aos poucos o leite, sempre mexendo. O molho deverá engrossar. Jogue uma pitada de sal, pimenta e noz moscada. | Verta/despeje o béchamel na forma em toda a superfície. Por último, o queijo ralado. | Leve ao forno por 40 minutos a 180°C. | Peixe gratinado pronto para ser servido.;Sem açúcar | Sem ovo
Caril de frango fácil;Prato Principal;Muito Fácil;40 min;471 Kcal;4.38;200 ml de leite de coco | 300 g de frango | 1 cebola (1 ou 2) | 1/4 de pimento (pimentão) amarelo | 2 cenouras | cebolinho (a) | 1 c. de sopa de azeite | 1/2 limão | 15 g de manteiga | gengibre em pó | 1 c. de sobremesa de paprica (colorau) | 1 c. de sopa de caril (curry) | 1 c. de sopa de concentrado de tomate | 2 dentes de alho;Cortar o frango em pedaços e colocar num recipiente. Ralar o alho e juntar ao frango, mais o caril e o sumo/suco do meio limão. Misture e deixe marinar. | Coloque a cebola, o pimento/pimentão amarelo, as cenouras e o cebolinho/a no liquidificador. Mixe até obter uma pasta espessa. | Aquecer o azeite e a manteiga numa frigideira e junte os legumes da preparação anterior. Deixe cozer por 10 minutos para fazer evaporar a água dos legumes. | Junte o concentrado de tomate, o gengibre, a paprica, salgue e apimente. Misture. (Junte uma pitada de açúcar caso o concentrado de tomate for muito ácido). | De seguida junte o frango marinado e deixe cozer. | Uma vez o frango cozido, junte o leite de coco e misture. | Deixe cozer até que a mistura ganhe textura. | Acompanhe com arroz branco.;Sem glúten | Sem açúcar | Sem ovo
Moussaka grega, mussaca, mussaka;Prato Principal;Muito Fácil;1 h 35 m;361 Kcal;4.59;2 beringelas (berinjelas) | 500 gr de carne de cordeiro picado | 1 cebola | 1 dente de alho | 1 ramo de ervas | azeite;Lavar e cortar as beringelas/berinjelas em fatias de 1 cm mais ou menos. Colocar sobre uma placa de forno coberta de papel vegetal/manteiga, regar com azeite, temperar com sal e pimenta e levar ao forno por 20 minutos a 200ºC. | O molho de tomate : Colocar os tomates sem pele e cortados aos pedaços dentro de uma panela/tacho com azeite. Temperar com sal e pimenta e juntar meia colher de sobremesa de canela e o concentrado de tomate. Misturar e deixar reduzir a fogo/lume médio por 15 minutos mais ou menos. | Refogar a cebola em azeite, juntar o cordeiro picado e deixar cozer. | Juntar o molho de tomate, o dente de alho picado e o ramo de ervas. Misturar e deixar cozer a fogo/lume médio por 15 minutos mais ou menos. | O molho branco : Derreter a manteiga e juntar a farinha. Misturar. | Juntar o leite, pouco a pouco, misturando sempre. Se começar a ficar com grânulos, passe-o ao mixer. Misture, sempre ao lume/fogo, até que o líquido espesse um pouco. | Retire do lume e junte o ovo batido, misturando vigorosamente. | Numa travessa grande, untada de azeite, coloque uma camada de beringelas, depois a carne e alise. | Cubra com mais uma camada de beringelas e regue o todo com o molho branco. | Levar ao forno por 35 minutos a 180ºC. Olhando de vez em quando para não queimar. | Pronto para servir !;Sem glúten | Sem ovo | Sem açúcar | Vegan | Vegetariano
Filé mignon em massa folhada;Prato Principal;Muito Fácil;50 min;444 Kcal;4.59;1 massa folhada | 1 filé mignon de 400 g | 2 fatias de fiambre (presunto) | 100 g de queijo ralado | sal | pimenta;Esticar a massa folhada e cortar duas tiras dos lados. Reserve esta massa para mais tarde. Dispôr as fatias de fiambre (presunto) e polvilhar de queijo ralado. | Temperar e cozer o filé dos lados rapidamente, numa frigideira. | Pousar o filé sobre o fiambre (presunto) e queijo e enrolar na massa folhada. | Usar a massa que reservou no início para decorar o rolo de filé mignon. Pincelar com gema de ovo. | Levar ao forno por 35 minutos a 180°C. | Pronto !;
Arroz cantonês, simples e rápido;Prato Principal;Muito Fácil;30 min;420 Kcal;4.59;90 gr de arroz | 2 ovos | 60 gr de ervilha | 100 gr de toucinho (bacon) defumado | 2 col. sopa de molho de soja;Numa panela, cozinhe o arroz na água salgada por 10 minutos. Bata os ovos para fazer uma omelete simples e corte em pequenos cubos. | Refogue o bacon defumado. Quando estiver pronto, junte a ervilha e a omelete cortada em cubos. | Em seguida, adicione o arroz cozido e escorrido e o molho de soja. Misture bem e retire do fogo. | Seu arroz cantonês está pronto.;Sem açúcar
Carbonara à italiana;Prato Principal;Muito Fácil;15 min;669 Kcal;4.27;200 g de esparguete / espaguete | 100 g de queijo Pecorino | 4 fatias de pancetta (4 a 5 fatias) | 2 ovos;Colocar o esparguete a cozer, seguindo as instruções do pacote. | Grelhar a pancetta e cortá-la em pequenos pedaços. | Colocar os ovos, 80 gr de queijo Pecorino e 2 colheres de sopa de água da cozedura do esparguete, dentro de um recipiente. Bater até que a mistura levante ligeiramente. | Quando a massa estiver cozida, misturar com a pancetta e os ovos-queijo-água. Colocar em pratos ou numa travessa para servir. | Polvilhe com queijo Pecorino e está pronto. P.S. - Esta carbonara não pode ser reaquecida pois corre o risco de cozer o ovo e deixar de ter uma textura cremosa.;Sem açúcar
Molho à bolonhesa, a verdadeira receita!;Prato Principal;Muito Fácil;2 h 30 m;675 Kcal;4.58;250 g de carne de vaca picada | 250 g de carne de porco picada | 100 g de bacon | 1 cebola | 1 cenoura | 1 ramo de aipo | 250 ml de vinho tinto | 500 g de polpa de tomate | 100 g de concentrado de tomate | 200 ml de caldo de carne | 3 colheres de sopa de Azeite | 50 g de manteiga | sal | pimenta;Derreter a manteiga com o azeite em lume/fogo brando. | Juntar a cebola, a cenoura e o aipo e deixar refogar. | Juntar a carne de vaca e deixar cozer. Cortar o bacon en pedaços (se comprou inteiro) e juntar à mistura. | Juntar a carne de porco e deixar cozer uns minutos. | Verter o vinho tinto. | Numa taça média misturar o concentrado de tomate e o caldo de carne, juntar ao tacho das carnes. Por fim juntar a polpa de tomate e misturar tudo muito bem. | Deixe cozer por 2 horas a fogo/lume baixo, sem cobrir. Misturar de tempos em tempos. | Servir com massa e parmesão ralado.;Sem açúcar | Sem ovo
Frango com manga;Prato Principal;Muito Fácil;1 hora;674 Kcal;4.46;8 coxas de frango | 40g (até 50 g) de açúcar mascavado (amarelo, de cana) | 200 g manga | sementes de sésamo (é o gergelim) a gosto | sal (a gosto) | pimenta (a gosto) | 10 ml molho de soja | 1 pouco de óleo de girassol | 1 pouco de água;Misturar todos os ingredientes menos o frango, e pressionar até obter uma mistura mais ou menos líquida. | Juntar as coxas de frango. | Misturar bem com as mãos. | Tapar o recipiente com papel filme / película aderente e deixar repousar a temperatura ambiente durante 1 hora. Depois desse tempo, tirar o papel / a película. | Colocar tudo num prato de ir ao forno. | Pôr no forno 45 minutos a 200ºC até que doure. Se quiser, antes de tirar do forno, ponha 10 minutos em modo grill para dourar e ficar crocante. | E já está !;
Quiche de bacon sem massa;Prato Principal;Muito Fácil;45 min;225 Kcal;4.41;200 g de toucinho defumado (bacon) | 3 ovos | 500ml litro de leite | 100 g de farinha | 100 g de queijo ralado | sal | pimenta | noz moscada;Misturar os ovos à farinha, ao sal, à pimenta e à noz moscada. Depois junte o leite, misturando. | Cozer o bacon e juntar à preparação com o queijo ralado. | Verter tudo numa forma redonda de bolo, untada de manteiga e enfarinhada. | Levar ao forno por 30 minutos a 210ºC. | Pronta !;Sem glúten | Sem açúcar
Coroa de natal, sabor salmão e mostarda;Prato Principal;Médio;50 min;541 Kcal;4.67;1 rolo de massa folhada | 4 colheres de sopa de Mostarda (usamos original da Savora) | 120 g de azeitonas pretas | 200 g de queijo mozzarella ralado | 4 postas de salmão | 1 cebola | 2 dentes de alho | azeite | sal | pimenta a gosto | 1 ovo;Descasque e corte a cebola em pedaçinhos. Faça o mesmo com os dentes de alho. | Retire os caroços das azeitonas e corte-as aos pedaços. Corte o salmão aos cubos. | Numa frigideira coloque azeite a gosto, o alho e a cebola. Deixe cozinhar. | Acrescente o salmão e misture. Tempere com sal e pimenta a gosto. | Quando o salmão estiver cozido (isto leva poucos minutos), desfie-o com a ajuda de uma colher de pau. | Retire do fogo e coloque num recipiente. Acrescente as azeitonas, o queijo mozzarella e a Mostarda. Misture tudo muito bem. | Estenda a massa folhada sobre uma mesa ou plano de trabalho. Corte-a em triângulos iguais. | Coloque papel vegetal (papel de ir ao forno) sobre uma placa de forno e uma taça para ajudar a formar um círculo. Disponha os triângulos em volta da taça por forma a obter uma espécie de sol. | Disponha o recheio em volta e feche com a massa. (Veja o vídeo para perceber melhor) | Pincelar com ovo, polvilhar com ervas aromáticas a gosto (nós utilizámos orégãos / orégano), e queijo ralado. | Levar ao forno (pré-aquecido) por 20 minutos, a 180ºC. E já está. Deguste e Bom Apetite!;Sem açúcar
Terrine de batata para páscoa;Prato Principal;Muito Fácil;1 h 30 m;210 Kcal;4.47;600 gr de batata | 1 ovo | 100 gr de queijo ralado | 150 gr de presunto cortados em cubos | sal | pimenta | noz moscada | 4 ovos cozidos;Descasque, corte as batatas em rodelas e coze (cozinhe) com água e sal. | Tire do fogo. Amasse as batatas. Acrescente o ovo cru, o sal, pimenta e noz moscada. Misture bem. | Junte agora o presunto cortado em cubinhos e o queijo raspado. Unte bem a forma e polvilhe com farinha. | Despeje a metade da mistura na forma e aperte bem. | Coloque os 4 ovos cozidos, no centro da forma e alinhados (veja foto). Cobrir com o resto da mistura e aperte novamente, deixando a massa bem lisinha. | Asse no forno 30 minutes a 180°C. Espere arrefecer (esfriar) antes de desenformar. | Terrine de batata para Páscoa pronta para servir!;Sem glúten | Sem açúcar
Frango indiano (frango tandoori feito com iogurte);Prato Principal;Muito Fácil;20 min;362 Kcal;4.35;1 iogurte natural (pequeno) | 10 gr de tempero tandoori (ver observação) | 5 gr de gengibre | 50 ml natas/creme de leite | 200 gr de frango | sumo de 1/2 limão verde;Prepare a marinada: faça cortes leves sobre o frango. Coloque-o na tigela. | Acrescente o iogurte, as natas (creme de leite), o tempero e o gengibre. Misture bem. | Cubra com papel filme (plástico) e deixe na geladeira durante 1 hora (ou ainda mínimo 15 minutos ou até mesmo do dia para noite). | Numa frigideira pré-aquecida, verta/despeje o frango marinado. Deixe cozinhando por 10 minutos (em média). Junte o sumo de limão e misture novamente. | Verifique se o frango está cozido. Sirva com arroz ou pão cheese naans.;Sem glúten | Sem açúcar | Sem ovo
Gratinado de curgetes (abobrinhas);Prato Principal;Muito Fácil;1 hora;256 Kcal;4.46;4 curgetes (abobrinhas) médias | 4 ovos | 200 ml natas (creme de leite) | 70 gr de queijo ralado | sal | pimenta;Lave as curgetes e corte-as em finas rodelas. Coloque-as numa travessa de forno (untada). | Numa tigela, misture os ovos com as natas (creme de leite). Tempere com sal e pimenta. | Verta/despeje essa mistura sobre as curgetes. E então, polvilhe com o queijo ralado. | Leve ao forno por 40 minutos a 180°C. | Está pronto seu gratinado!!;Sem glúten | Vegetariano | Sem açúcar
Batata doce assada no forno (com frango);Prato Principal;Muito Fácil;35 min;785 Kcal;4.48;1 batata doce (média) | 1 filé de frango | sal (a gosto) | 3 col. sopa azeite | ervas aromáticas (a gosto) | rúculas (folhas);Descasque e corte as batatas no formato de fritas. | Coloque-as numa tigela e junte 2 col. de sopa de azeite. Tempere com sal e misture bem com as mãos. | Tempere também o frango com sal, ervas aromáticas e azeite (1 col. sopa aproximadamente). | Coloque as batatas e o frango numa travessa de forno coberta com papel manteiga/vegetal. Leve ao forno por 20 minutos a 180°C ou até dourar. | Sirva com salada! Bom apetite.;Sem glúten | Sem lactose | Sem açúcar | Sem ovo | Vegan
Cuscuz express (frango e legumes);Prato Principal;Muito Fácil;25 min;408 Kcal;4.42;50 gr (1/2 xícara) sêmola (semolina /couscous) | 50 ml água quente (ou caldo) | 1 filé de frango | 1 col. sopa  de azeite | 1/2 cenoura | 1/2 abobrinha (curgete) | 1/4 pimentão vermelho (ou outra cor) | sal | páprica | cúrcuma;Corte os legumes e o frango em cubos. | Na frigideira, coloque o azeite e refogue rapidamente o frango, cenoura, abobrinha e pimentão. Tempere com sal, páprica e cúrcuma (a gosto). Misture bem. Coloque um pouco de água e tampe (deixe meio aberto). Deixe cozinhar por cerca de 10 minutos. Verifique se estão cozidos. | Prepare o couscous conforme o modo de preparo (50 gr de couscous para 50 ml de caldo quente a seu gosto). Misture o couscous com o preparo anterior. Está pronto!;Sem glúten | Vegan | Sem lactose | Sem açúcar | Sem ovo
Frango crocante tipo kfc;Prato Principal;Muito Fácil;50 min;626 Kcal;4.42;2 peitos de frango (cerca de 400 gr) | 150 ml leite | 300 gr de corn flakes (cereal de milho) | 4 ovos | 70 gr de farinha | sal | pimenta do reino | gengibre | páprica | óleo para fritar;Corte os peitos em pedaços. | Numa vasilha, coloque os pedaços de peito de frango, o leite, sal e pimenta a gosto, páprica e gengibre. Misture e deixe descansar no frigorífico / geladeira por no mínimo 4 horas (ou da noite para o dia, é ainda melhor). | Triture o cereal de milho grosseiramente (não deixe virar farelo). Você pode, por exemplo, colocá-los num saco plástico e com a ajuda do rolo, quebrá-los (veja foto). | Misture a farinha com sal, pimenta do reino e páprica. Em outra vasilha, bata os ovos como omelete. | Empanar os pedaços de frango com a farinha, em seguida, com os ovos batidos e por último com os cereais triturados. Para um sabor ainda mais crocante, passe os pedaços novamente nos ovos e nos cereais. | Frite cerca de 4 minutos. | Pedaços de frango crocante prontinhos pra serem devorados!;
Chili com carne mexicano;Prato Principal;Muito Fácil;2 h 30 m;468 Kcal;4.45;500 g de carne picada | 2 cebolas | 2 dentes de algo | 1 pimento verde | 400 g de polpa de tomate | 250 g de feijão vermelho em lata | 150 g de milho | sal | pimenta | cominho | paprica | azeite;Aquecer azeite num tacho ou panela grande, refogar as cebolas e os dentes de alho picados. | Juntar a carne e as especiarias. | Uma vez a carne cozida, junte o pimento cortado em pedaços e a polpa de tomate, misture tudo. | Cubra com água e deixe cozer a fogo baixo por 2 horas. | Depois de estar cozido, junte os feijões e o milho (retire a água das latas). Misture e deixe cozer a fogo médio por 15 minutos. | Pronto a servir !;Vegetariano
Bolo de atum rápido;Prato Principal;Muito Fácil;50 min;347 Kcal;4.47;1 lata de atum (180 gr escorrido) | 125 gr de queijo ralado | 80 gr de farinha de trigo | 5 gr de fermento químico | 3 ovos | 200 ml leite | 100 ml azeite | sal | pimenta;Pré-aqueça o forno a 180°C. Numa tigela, bata os ovos em omelete. Junte a farinha e o fermento. Misture bem. Acrescente o leite e o azeite. Mexa. | Coloque o atum (já escorrido) e também o queijo. Tempere a gosto. Mexa novamente. | Verta/despeje a massa na forma já untada com manteiga. Leve ao forno por 40 minutos a 180°C. | Está pronto!!;Sem açúcar
Quiche de atum e tomate;Prato Principal;Muito Fácil;45 min;585 Kcal;4.63;1 massa quebrada (massa podre/massa brisée) | 4 ovos | 200 ml de nata líquida (creme de leite líquido) | 280g de atum em lata (ou natural) | 2 tomates | sal q.b. | pimenta q.b. | ervas aromáticas (ervas de provence);Misture os ovos com a nata/creme de leite, o sal e a pimenta. | Escorra a água da lata do atum (se for em lata) e deixe-os em pedaços. Em seguida, junte com a mistura anterior. Unte a forma e coloque a massa quebrada. Verta (despeje) então a mistura. | Corte os tomates em rodelas e coloque por cima do quiche. | Leve ao forno por 35 minutos a 180°C. | Quiche de Atum e Tomate prontinho.;Sem açúcar
Leite creme;Sobremesa;Muito Fácil;30 min;112 Kcal;4.39;1 litro de leite | 7 colheres (sopa) de açúcar | 5 gemas | 4 colheres (sobremesa) Maizena | 1 pau canela | 1 casca de limão;Levar o leite a ferver com o pau de canela e a casca do limão. | Entretanto bater ligeiramente o açúcar com as gemas e a Maizena. | Quando o leite ferver, retirar a canela e o limão, e juntar lentamente à mistura de ovos, mexendo sempre. | Colocar a mistura novamente no tacho onde se ferveu o leite e passar com a varinha para desfazer eventuais grumos da Maizena. | Deixar no lume brando até engrossar, sem parar de mexer. Colocar numa travessa e polvilhar com canela ou queimar. | Para queimar basta polvilhar com açúcar e queimar com ferro próprio.;Sem açúcar | Sem glúten | Vegetariano
Serradura;Sobremesa;Muito Fácil;20 min;782 Kcal;4.44;2 pacotes de natas / creme de leite FRIAS | 1 pacote de bolacha maria (biscoito de manteiga) | 1 lata de leite condensado (cozido ou normal);Batem-se as natas em castelo (em neve) | Em seguida mistura-se o leite condensado mexendo muito bem. | Mistura-se as bolachas trituradas na picadora (mixer). | Por fim coloca-se um pouco da bolacha maria por cima para enfeitar. | Coloca-se no frigorífico (geladeria) até servir.;Vegetariano
Bolinhos de côco: simples e irresistível;Sobremesa;Muito Fácil;40 min;239 Kcal;4.31;250 g côco ralado | 180 g de açúcar | 3 ovos | 1 col. de chá de fermento em pó;Numa taça coloque os ovos inteiros, clara e gema, mexa bem. | Adicione o açúcar e volte a mexer. Por fim adicione o côco e o fermento e envolva tudo muito bem. | Com a ajuda de uma colher encha as formas de papel até meio e leve ao forno pré-aquecido a 180º durante 10 minutos. | Bom apetite!;Sem glúten | Vegetariano | Sem lactose
Bolo de bolacha;Sobremesa;Muito Fácil;1 hora;399 Kcal;4.62;2 pacotes de bolachas Maria | 250 g de manteiga amolecida | 250 g de açúcar | 3 gemas de ovo | 200 ml de café | 1 colher de sobremesa de açúcar (para o café - opcional);Bater a manteiga por 5 minutos. Juntar o açúcar e bater por mais 5 minutos. Por fim junte as gemas e bata novamente por 5 minutos. Reserve. | Junte a colher de açúcar ao café (isto é opcional). Molhe rapidamente uma bolacha dentro e disponha sobre um prato raso grande. Não molhe muito tempo as bolachas dentro do café, o objetivo não é que fiquem moles mas que tenham o gosto a café. | Uma por uma, disponha as bolachas formando uma flor. | Espalhar numa camada fina o creme de manteiga que reservou. | Fazer camadas de bolacha molhada no café e creme de manteiga até lhe sobrar apenas 5 bolachas. | Termine com uma camada de creme de manteiga. Triture as 5 bolachas que guardou e decore o bolo. | Pôr no frigorífico / geladeira por algumas horas e servir.;Vegetariano
Massa de crepes perfeita;Sobremesa;Muito Fácil;40 min;112 Kcal;4.36;250 g de farinha trigo | 4 ovos | 500 ml de leite | 2 colheres de sopa de óleo | 1 colher de sobremesa de extrato de baunilha | 1 pitada de sal;Misture a farinha e o sal num recipiente fundo. Faça um buraco no meio e coloque os ovos. | Misture e junte o extrato de baunilha e o óleo. Se for demasiado duro de misturar, junte um pouco de leite. | Depois, junte o leite pouco a pouco, misturando sempre. No fim, cubra o recipiente (só para proteger) e deixe repousar por 1 hora (na geladeira/frigorífico). | Aquecer uma frigideira ou uma frigideira própria para crepes e untar de óleo com um papel de cozinha. Verter um pouco de massa dentro e deixar cozer por um minuto. Virar do avesso, cozer 1 minuto igualmente e retirar. Faça o mesmo até acabar a massa. | Pronto ! Recheie com açúcar em pó / de confeiteiro, doce, geleia, mel, chocolate para barrar, açúcar ou deixe assim mesmo. Bom Apetite !;Sem glúten | Sem ovo | Vegetariano
Tiramisú italiano cremoso;Sobremesa;Médio;30 min;380 Kcal;4.5;2 ovos | 250 g de mascarpone | 250 ml de café | 3 col. sopa de cacau em pó | chocolate em barra (opcional) | 20 biscoitos champagne | 7 col. sopa de açúcar;Misture o café com uma 1 col. de açúcar e deixar esfriar. | Separar as claras das gemas. Bater energéticamente as gemas com o açúcar. | Juntar o mascarpone e mexer suavemente. | À parte, bater as claras em castelo. | Incorporar as claras à mistura de gemas e mascarpone.Misturar suavemente com a ajuda de uma espátula. | Molhar levemente as bolachas no café, e colocar uma camada no molde. | Faça agora uma camada de creme. Polvilhe com uma cacau e por cima raspas de chocolate. | Repita o mesmo processo até o final. O creme será a última camada. Cubra com filme plástico e deixe no frigorífico (geladeira) da noite pro dia. | Antes de servir, polvilhe ainda com cacau em pó e coloque as raspas de chocolate. | Está pronto. O melhor é de um dia para outro, mas para os apressadinhos, mínimo 4 horas na geladeira (frigorífico).;Vegetariano
Bolo de maçã (simples e fácil);Sobremesa;Muito Fácil;1 h 15 m;226 Kcal;4.47;5 maçãs | 130 g de farinha | 90 g de açúcar | 50 g de manteiga | 100 ml de leite | 2 ovos | 11 g de fermento químico (levedura);Descascar e cortar as maçãs em cubos. | Misturar os ovos à farinha, ao açúcar e à levedura. Juntar o leite e misturar muito bem. Por fim juntar a manteiga derretida e misturar tudo. | Verter a preparação anterior às maçãs e misturar cuidadosamente até que estejam todas cobertas de massa. | Verter tudo numa forma de bolo redonda, untada. Alisar o topo. | Levar ao forno por 50 minutos a 180ºC. | Deixar arrefecer antes de desmoldar e servir.;Vegetariano
Creme brûlée;Sobremesa;Muito Fácil;55 min;361 Kcal;4.54;300 ml de natas (creme de leite) | 1 vagem de baunilha (ou 1 col. sopa essência) | 375 ml de leite | 90 g de açúcar | 6 gemas (de ovo);Misturar as gemas de ovo com o açucar. Bater energéticamente até que esteja tudo cremoso. | Aquecer o leite numa panela ou tacho e juntar as natas. | Abrir o pau de baunilha e tirar-lhe as sementes. | Juntar as sementes e o pau de baunilha ao leite e deixar em infusão durante 10 minutos. | Juntar o creme açucar + gemas num recipiente, e acrescentar o leite + natas, préviamente filtrado (tirar as sementes e o pau de baunilha) e arrefecido. De seguida mexa bem. Deite a preparação em taças individuais. | Coloque as taças num tabuleiro fundo de ir ao forno e encha de água até a metade. Para cozer em banho maria. Leve ao forno por 25-30 minutos a 190°C. | Coloque no frio durante 1 (uma) hora. Uma vez frios, espalhe açúcar amarelo por cima e toste-os com um maçarico (ou com o modo grill do forno). E está pronto !;Sem açúcar | Sem glúten | Vegetariano
Bolo de chocolate simples e úmido;Sobremesa;Muito Fácil;45 min;383 Kcal;4.65;200 gr de chocolate amargo (preto) | 120 gr de manteiga | 150 gr de açúcar | 80 g de farinha de trigo | 3 ovos | 7 gr (1 col. cheia de chá) fermento químico;Misture os ovos com o açúcar num recipiente fundo, depois junte a farinha e a fermento. Misture tudo muito bem. | Derreter, em banho maria ou no microondas, o chocolate e a manteiga. | Juntar o chocolate derretido à mistura da etapa 1. | Levar ao forno por 30 minutos a 180ºC. | Prontinho para derreter na boca !;Vegetariano
Pasteis de nata do petitchef;Sobremesa;Muito Fácil;1 h 10 m;614 Kcal;4.44;Massa folhada | casca de limão | 11 g açucar baunilhado (1 saqueta) | 500 ml leite | 60 g de maizena | 250 g açúcar | 6 gemas;Desenrole a massa folhada, se comprou já pronta, e com uma forma redonda (pode ser um copo), corte a massa. | Coloque as formas no molde que irá ao forno mais tarde. | Ponha o leite a ferver. Junte o açucar baunilha e a casca de limão. Mexa. | Entretanto, misture a maizena com o açucar e separe as gemas das claras. | Quando o leite ferver, retire-o do lume. Tire a casca de limão. Sempre fora do lume, junte a mistura maizena+açucar, mexa. Junte agora as gemas e mexa. Ponha o todo no lume até engrossar, a lume médio/baixo para não queimar. | Quando pronto, coloque o creme nas formas, preparadas anteriormente. | Ponha ao forno a 180ºC por 25-30 minutos. Mais 2-3 minutos em modo Grill para dourarem. Fique sempre de olho quando estiver neste modo pois alguns fornos são mais rápidos que outros e corre o risco de queimar os pasteis.;Sem lactose | Vegetariano
Como fazer brigadeiro?;Sobremesa;Muito Fácil;30 min;96 Kcal;4.67;25 g de manteiga | 300 ml de leite condensado (leite Moça) | 3 colheres de sopa de cacau em pó | chocolate granulado;Derreter a manteiga numa panela, a fogo médio. Juntar o leite condensado e o cacau. | Misturar, sempre a fogo médio, até desgrudar da panela. (10 minutos mais ou menos). | Deixe arrefecer. Quando estiver frio, faça bolinhas com as mãos. (Pode usar uma colher de sobremesa para a dose). | Passe as bolinhas por chocolate granulado e coloque em forminhas de papel. Pronto !;Vegan | Vegetariano
